Oscar Wilde  |  Be yourself; everyone else is already taken.
Kurt Vonnegut  |  And I asked myself about the present: how wide it was, how deep it was, how much was mine to keep.
Oprah Winfrey  |  You can have it all. Just not all at once.
Abraham Lincoln  |  Nearly all men can stand adversity, but if you want to test a man's character, give him power.
Oscar Wilde  |  Quotation is a serviceable substitute for wit.
Stephen Chbosky  |  We didn't talk about anything heavy or light. We were just there together. And that was enough
C.S. Lewis  |  God can't give us peace and happiness apart from Himself because there is no such thing.
Benjamin Franklin  |  Tell me and I forget, teach me and I may remember, involve me and I learn.
François de La Rochefoucauld  |  No persons are more frequently wrong, than those who will not admit they are wrong.
Marguerite Duras  |  Our mothers always remain the strangest, craziest people we've ever met.
Socrates  |  I cannot teach anybody anything. I can only make them think
Kate DiCamillo  |  Open your heart. Someone will come. Someone will come for you. But first you must open your heart.
Milan Kundera  |  When the heart speaks, the mind finds it indecent to object.
Winston Churchill  |  Tact is the ability to tell someone to go to hell in such a way that they look forward to the trip.
Terry Pratchett  |  In the beginning there was nothing, which exploded.
Lev Grossman  |  If there's a single lesson that life teaches us, it's that wishing doesn't make it so.
Zig Ziglar  |  Lack of direction, not lack of time, is the problem. We all have twenty-four hour days.
Arthur Schopenhauer   |  Compassion is the basis of morality.
Sarah J. Maas  |  We all bear scars,... Mine just happen to be more visible than most.
Robert Orben  |  Illegal aliens have always been a problem in the United States. Ask any Indian.
L. M. Montgomery  |  I'm so glad I live in a world where there are Octobers.
Francois Mauriac  |  If you would tell me the heart of a man, tell me not what he reads, but what he rereads.
Eoin Colfer  |  Confidence is ignorance. If you're feeling cocky, it's because there's something you don't know.
Mark Twain  |  Courage is resistance to fear, mastery of fear - not absence of fear.
Galway Kinnell  |  Let our scars fall in love.
Aldous Huxley  |  You shall know the truth and the truth shall make you mad.
William Wordsworth  |  Fill your paper with the breathings of your heart.
Charles Dickens  |  Have a heart that never hardens, and a temper that never tires, and a touch that never hurts.
Mark Twain  |  The trouble is not in dying for a friend, but in finding a friend worth dying for.
J.K. Rowling  |  Give her hell from us, Peeves.
Sun Tzu  |  Appear weak when you are strong, and strong when you are weak.
Henry Miller  |  A book lying idle on a shelf is wasted ammunition.
C. S. Lewis  |  I have learned now that while those who speak about one's miseries usually hurt, those who keep silence hurt more.
Confucius  |  It does not matter how slowly you go as long as you do not stop.
Temple Grandin  |  I am different, not less.
Leo Tolstoy  |  Respect was invented to cover the empty place where love should be.
John Grisham  |  Don't compromise yourself - you're all you have.
Katherine Mansfield  |  The pleasure of all reading is doubled when one lives with another who shares the same books.
H. P. Lovecraft  |  The world is indeed comic, but the joke is on mankind.
Dorothy Parker  |  If you want to know what God thinks of money, just look at the people he gave it to.
Markus Zusak  |  A snowball in the face is surely the perfect beginning to a lasting friendship.
Douglas Adams  |  The ships hung in the sky in much the same way that bricks don't.
Jay Asher  |  A lot of you cared, just not enough.
Gordon B. Hinckley  |  Try a little harder to be a little better.
The Dalai Lama  |  If you think you are too small to make a difference, try sleeping with a mosquito.
Orhan Pamuk  |  Happiness is holding someone in your arms and knowing you hold the whole world.
Edna St. Vincent Millay  |  I know I am but summer to your heart, and not the full four seasons of the year.
Desmond Tutu  |  Do your little bit of good where you are; it's those little bits of good put together that overwhelm the world.
Confucius  |  Wheresoever you go, go with all your heart.
David Levithan  |  It was a mistake," you said. But the cruel thing was, it felt like the mistake was mine, for trusting you.
A.A. Milne  |  One of the advantages of being disorganized is that one is always having surprising discoveries.
Joseph Heller  |  Just because you're paranoid doesn't mean they aren't after you.
Lois McMaster Bujold  |  Reputation is what other people know about you. Honor is what you know about yourself.
Hemingway Ernest  |  I drink to make other people more interesting.
L.M. Montgomery  |  Kindred spirits are not so scarce as I used to think. It's splendid to find out there are so many of them in the world.
Emma Donoghue  |  Scared is what you're feeling. Brave is what you're doing.
Napoleon Bonaparte  |  Never interrupt your enemy when he is making a mistake.
Plato  |  Only the dead have seen the end of war.
Horace Mann  |  A house without books is like a room without windows.
Stephanie Perkins  |  The more you know who you are, and what you want, the less you let things upset you.
Marion Zimmer Bradley  |  Remain true to yourself, child. If you know your own heart, you will always have one friend who does not lie.
Herbert Hoover  |  Older men declare war. But it is youth that must fight and die.
Edward J. Stieglitz  |  The important thing to you is not how many years in your life, but how much life in your years!
Beatrix Potter  |  There is something delicious about writing the first words of a story. You never quite know where they'll take you.
Mae West  |  I wrote the story myself. It's about a girl who lost her reputation and never missed it.
William Shakespeare  |  My bounty is as boundless as the sea, My love as deep; the more I give to thee, The more I have, for both are infinite.
Michael Ondaatje  |  She had always wanted words, she loved them; grew up on them. Words gave her clarity, brought reason, shape.
Mark Twain  |  Kindness is a language which the deaf can hear and the blind can see.
L. Frank Baum  |  There is no place like home.
Edgar Allan Poe  |  Believe nothing you hear, and only one half that you see.
Oscar Wilde  |  There is only one thing in the world worse than being talked about, and that is not being talked about.
Cassandra Clare  |  You're an idiot." "I've never claimed to be otherwise.
Honore de Balzac  |  Reading brings us unknown friends
Suzanne Collins  |  May the odds be ever in your favor!
Tahereh Mafi  |  I'm oxygen and he's dying to breathe.
Stephenie Meyer  |  Did you know that 'I told you so' has a brother,Jacob?" she asked cutting me off. "His name is 'Shut the hell up'.
Euripides  |  Talk sense to a fool and he calls you foolish.
Laini Taylor  |  Once upon a time, an angel and a devil fell in love.   It did not end well.
Hunter S. Thompson  |  A man who procrastinates in his choosing will inevitably have his choice made for him by circumstance.
Donna Tartt  |  Beauty is terror. Whatever we call beautiful, we quiver before it.
Rick Riordan  |  Go on with what your heart tells you, or you will lose all.
Orson Welles  |  Ask not what you can do for your country. Ask what’s for lunch.
Carl Sandburg  |  Time is the coin of your life. You spend it. Do not allow others to spend it for you.
P.C. Cast  |  Remember, darkness does not always equate to evil, just as light does not always bring good.
Roy T. Bennett  |  Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life.
Cassandra Clare  |  A diary with no drawings of me in it? Where are the torrid fantasies? The romance covers?
Coco Chanel  |  Don't spend time beating on a wall, hoping to transform it into a door. 
Jude Deveraux  |  My soul will find yours.
Conan O'Brien  |  If you work really hard, and you're kind, amazing things will happen.
Suzanne Collins  |  I always channel my emotions into my work. That way, I don't hurt anyone but myself.
T.S. Eliot  |  Only those who will risk going too far can possibly find out how far one can go.
Albert Einstein  |  If A is a success in life, then A equals x plus y plus z. Work is x; y is play; and z is keeping your mouth shut
Susan Sontag   |  I haven't been everywhere, but it's on my list.
Oscar Wilde  |  Who, being loved, is poor?
Dr. Seuss  |  I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!
George Carlin  |  Never underestimate the power of stupid people in large groups.
Margaret Atwood  |  A word after a word after a word is power.
Keri Hulme  |  You want to know about anybody? See what books they read, and how they've been read...
Rumi  |  silence is the language of god,  all else is poor translation.
Neil Gaiman  |  Tomorrow may be hell, but today was a good writing day, and on the good writing days nothing else matters.
Susan Sontag  |  My library is an archive of longings.
Martin Luther King Jr.  |  Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity.
Margaret Walker  |  When I was about eight, I decided that the most wonderful thing, next to a human being, was a book.
Terry Pratchett  |  DON'T THINK OF IT AS DYING, said Death. JUST THINK OF IT AS LEAVING EARLY TO AVOID THE RUSH.
E.Y. Harburg  |  Somewhere over the rainbow, skies are blue, and the dreams that you dare to dream really do come true.
Lemony Snicket  |  Love can change a person the way a parent can change a baby- awkwardly, and often with a great deal of mess.
Thomas Paine  |  The mind once enlightened cannot again become dark.
Carl Gustav Jung  |  Everything that irritates us about others can lead us to an understanding of ourselves.
Maya Angelou  |  Never make someone a priority when all you are to them is an option.
George Bernard Shaw  |  Animals are my friends...and I don't eat my friends.
J.K. Rowling  |  The scar had not pained Harry for nineteen years. All was well.
Doris Lessing  |  Whatever you're meant to do, do it now. The conditions are always impossible.
Louisa May Alcott  |  I like good strong words that mean something…
Oscar Wilde  |  I am too fond of reading books to care to write them.
Max Lucado  |  Faith is not the belief that God will do what you want. It is the belief that God will do what is right.
A.A. Milne  |  What day is it?” asked Pooh.  “It’s today,” squeaked Piglet. “My favorite day,” said Pooh.
Khaled Hosseini  |  There is only one sin. and that is theft... when you tell a lie, you steal someones right to the truth.
Steve Maraboli  |  Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.
George R.R. Martin  |  When you play a game of thrones you win or you die.
Tennessee Williams  |  I've got the guts to die. What I want to know is, have you got the guts to live?
Tennessee Williams  |  Time is the longest distance between two places.
W.B. Yeats  |  The world is full of magic things, patiently waiting for our senses to grow sharper.
Marissa Meyer  |  Even in the Future the Story Begins with Once Upon a Time.
J.R.R. Tolkien  |  I am glad you are here with me. Here at the end of all things, Sam.
Anne Sexton  |  As it has been said: Love and a cough cannot be concealed. Even a small cough. Even a small love.
J.K. Rowling  |  Ah, music," he said, wiping his eyes. "A magic beyond all we do here!
Dr. Seuss  |  Adults are just obsolete children and the hell with them.
Ernest Hemingway  |  When people talk, listen completely. Most people never listen.
William Shakespeare  |  By the pricking of my thumbs,  Something wicked this way comes.
Pablo Picasso  |  Art washes away from the soul the dust of everyday life.
Octavia Butler  |  In order to rise From its own ashes A phoenix First Must Burn.
Christopher Hitchens  |  That which can be asserted without evidence, can be dismissed without evidence.
Bill Cosby  |  A word to the wise ain't necessary, it's the stupid ones who need advice.
Yogi Berra  |  Always go to other people's funerals, otherwise they won't come to yours.
Oscar Wilde  |  Crying is for plain women. Pretty women go shopping.
Robert A. Heinlein  |  Happiness consists in getting enough sleep. Just that, nothing more.
J.D. Salinger  |  I'm sick of just liking people. I wish to God I could meet somebody I could respect.
Charles Lamb  |  Tis the privilege of friendship to talk nonsense, and to have her nonsense respected.
Anne Frank  |  No one has ever become poor by giving.
John Updike  |  It is easy to love people in memory; the hard thing is to love them when they are there in front of you.
Nicholas Sparks  |  Truth only means something when it's hard to admit.
George Eliot  |  What do we live for, if it is not to make life less difficult for each other?
Roy T. Bennett  |  Never lose hope. Storms make people stronger and never last forever.
Jon Krakauer  |  It's not always necessary to be strong, but to feel strong.
Kurt Vonnegut  |  Of all the words of mice and men, the saddest are, "It might have been.
Arthur William Edgar O'Shaughnessy  |  We are the music makers, and we are the dreamers of dreams.
Stephanie Perkins  |  Is it possible for home to be a person and not a place?
Daniel J. Boorstin  |  The greatest enemy of knowledge is not ignorance, it is the illusion of knowledge.
T.S. Eliot  |  This is the way the world ends Not with a bang but a whimper.
Sarah Dessen  |  I like flaws. I think they make things interesting.
Robert Frost  |  Forgive, O Lord, my little jokes on Thee And I'll forgive Thy great big one on me.
Thomas Wolfe  |  Make your mistakes, take your chances, look silly, but keep on going. Don’t freeze up.
Arundhati Roy  |  That's what careless words do. They make people love you a little less.
Eugene Field  |  No book can be appreciated until it has been slept with and dreamed over.
Nikolai V. Gogol  |  The longer and more carefully we look at a funny story, the sadder it becomes.
Cassandra Clare  |  What do you want?" "Just coffee. Black - like my soul.
Robert Frost  |  If we couldn't laugh we would all go insane.
Peter Shaffer  |  The trouble is if you don’t spend your life yourself, other people spend it for you.
Oscar Wilde  |  I have the simplest tastes. I am always satisfied with the best.
Leo Tolstoy  |  We can know only that we know nothing. And that is the highest degree of human wisdom.
Kurt Vonnegut  |  How nice -- to feel nothing, and still get full credit for being alive.
Dante Alighieri  |  Do not be afraid; our fate Cannot be taken from us; it is a gift.
Adrienne Rich  |  There must be those among whom we can sit down and weep and still be counted as warriors.
Bill Watterson  |  You know, Hobbes, some days even my lucky rocket ship underpants don't help.
Charles Bukowski  |  those who escape hell however never talk about it and nothing much bothers them after that.
Rumi  |  Sell your cleverness and buy bewilderment.
Chuck Palahniuk  |  You know how they say you only hurt the ones you love? Well, it works both ways.
Fannie Flagg  |  Remember if people talk behind your back, it only means you are two steps ahead.
Abraham Lincoln  |  My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.
Lao Tsu  |  Those who know do not speak. Those who speak do not know.
Abraham Lincoln  |  I'm a success today because I had a friend who believed in me and I didn't have the heart to let him down.
Paulo Coelho  |  Tears are words that need to be written.
Frances Hodgson Burnett  |  If you look the right way, you can see that the whole world is a garden.
Michelle Hodkin  |  Thinking something does not make it true. Wanting something does not make it real.
Suzanne Collins  |  I must have loved you a lot.
Robert Louis Stevenson  |  I travel not to go anywhere, but to go. I travel for travel's sake. The great affair is to move.
Rick Riordan  |  Knowing too much of your future is never a good thing.
Julian Barnes  |  This was another of our fears: that Life wouldn't turn out to be like Literature.
Blaise Pascal  |  The heart has its reasons which reason knows not.
Lillian Hellman  |  People change and forget to tell each other.
Socrates  |  There is only one good, knowledge, and one evil, ignorance.
Julio Cortázar  |  Come sleep with me: We won't make Love, Love will make us.
Gail Carson Levine  |  A library is infinity under a roof.
Marcus Aurelius  |  The happiness of your life depends upon the quality of your thoughts.
George Orwell  |  If you want to keep a secret, you must also hide it from yourself.
Margaret Mitchell  |  Burdens are for shoulders strong enough to carry them.
John Muir  |  When one tugs at a single thing in nature, he finds it attached to the rest of the world.
J.R.R. Tolkien  |  Courage is found in unlikely places.
Terry Pratchett  |  It's not worth doing something unless someone, somewhere, would much rather you weren't doing it.
Michael Crichton  |  If you don't know history, then you don't know anything. You are a leaf that doesn't know it is part of a tree. 
Emily Brontë  |  I wish I were a girl again, half-savage and hardy, and free.
Veronica Roth  |  It must require bravery to be honest all the time.
Rick Riordan  |  Even strength must bow to wisdom sometimes.
Santosh Kalwar  |  We are addicted to our thoughts. We cannot change anything if we cannot change our thinking.
Charlotte Brontë  |  The trouble is not that I am single and likely to stay single, but that I am lonely and likely to stay lonely.
Sophocles  |  One word Frees us of all the weight and pain of life: That word is love.
Evelyn Waugh  |  Sometimes, I feel the past and the future pressing so hard on either side that there's no room for the present at all.
C.S. Lewis  |  You can make anything by writing.
W.C. Fields  |  It ain't what they call you, it's what you answer to.
William Goldman  |  When I was your age, television was called books.
Mark Twain  |  It's not the size of the dog in the fight, it's the size of the fight in the dog.
Sarah Dessen  |  Anyone can hide. Facing up to things, working through them, that's what makes you strong.
Kahlil Gibran  |  Ever has it been that love knows not its own depth until the hour of separation.
Pablo Neruda  |  so I wait for you like a lonely house till you will see me again and live in me. Till then my windows ache.
Ben Okri  |  Stories can conquer fear, you know. They can make the heart bigger.
Arrigo Boito  |  When I saw you I fell in love, and you smiled because you knew.
Albert Einstein  |  Black holes are where God divided by zero.
Audrey Hepburn  |  If I’m honest I have to tell you I still read fairy-tales and I like them best of all.
Albert Schweitzer  |  There are two means of refuge from the misery of life — music and cats.
Robert Louis Stevenson  |  Life is not a matter of holding good cards, but of playing a poor hand well.
Daniel Defoe  |  It is never too late to be wise.
Emilie Autumn  |  It gives me strength to have somebody to fight for; I can never fight for myself, but, for others, I can kill.
Henry Wadsworth Longfellow  |  The love of learning, the sequestered nooks, And all the sweet serenity of books
Cornelia Funke  |  Books have to be heavy because the whole world's inside them.
Nicholas Sparks  |  I fell in love with her when we were together, then fell deeper in love with her in the years we were apart.
Friedrich Nietzsche  |  In individuals, insanity is rare; but in groups, parties, nations and epochs, it is the rule.
E.E. Cummings  |  Trust your heart if the seas catch fire, live by love though the stars walk backward.
Louisa May Alcott  |  I am not afraid of storms, for I am learning how to sail my ship.
Jean de La Fontaine   |  Rare as is true love, true friendship is rarer.
Oscar Wilde  |  Behind every exquisite thing that existed, there was something tragic.
Margaret Atwood  |  Don't let the bastards grind you down.
Jim Butcher  |  When everything goes to hell, the people who stand by you without flinching -- they are your family. 
Roy T. Bennett  |  To shine your brightest light is to be who you truly are.
Phyllis Diller  |  A smile is a curve that sets everything straight.
Sylvia Plath  |  Is there no way out of the mind?
Gustave Flaubert  |  Do not read as children do to enjoy themselves, or, as the ambitious do to educate themselves. No, read to live.
Stephenie Meyer  |  Forbidden to remember, terrified to forget; it was a hard line to walk.
F. Scott Fitzgerald  |  There are only the pursued, the pursuing, the busy and the tired.
Mahatma Gandhi  |  The best way to find yourself is to lose yourself in the service of others.
Margaret Atwood  |  Men are afraid that women will laugh at them. Women are afraid that men will kill them.
Maya Angelou  |  A woman's heart should be so hidden in God that a man has to seek Him just to find her.
Stieg Larsson  |  What she had realized was that love was that moment when your heart was about to burst.
P.C. Cast  Kristin Cast  |  If you have good friends, no matter how much life is sucking , they can make you laugh.
Anne Frank  |  I don't think of all the misery, but of the beauty that still remains.
Cassandra Clare  |  My rapier wit hides my inner pain.
James Baldwin  |  Children have never been very good at listening to their elders, but they have never failed to imitate them.
Agatha Christie  |  Very few of us are what we seem.
Chuck Palahniuk  |  When we don't know who to hate, we hate ourselves.
Steve Martin  |  Some people have a way with words, and other people...oh, uh, not have way.
Charles Lamb  |  I always arrive late at the office, but I make up for it by leaving early.
Jack Kornfield  |  In the end these things matter most: How well did you love? How fully did you live? How deeply did you let go?
Lauren Oliver  |  I'd rather die my way than live yours.
Roy T. Bennett  |  Be thankful for everything that happens in your life; it’s all an experience.
Glen Cook  |  Morning is wonderful. Its only drawback is that it comes at such an inconvenient time of day.
Aung San Suu Kyi  |  The only real prison is fear, and the only real freedom is freedom from fear
Honoré de Balzac  |  The more one judges, the less one loves.
Bob Dylan  |  Behind every beautiful thing, there's some kind of pain.
Julia Child  |  A party without cake is just a meeting
Edward Abbey  |  Better a cruel truth than a comfortable delusion.
Ursula K. Le Guin  |  It is good to have an end to journey toward; but it is the journey that matters, in the end.
Robert Louis Stevenson  |  I kept always two books in my pocket, one to read, one to write in.
Dr. Seuss  |  Remember me and smile, for it's better to forget than to remember me and cry.
Roy T. Bennett  |  Time doesn’t heal emotional pain, you need to learn how to let go.
Nicholas Sparks  |  The emotion that can break your heart is sometimes the very one that heals it...
Hunter S. Thompson  |  I hate to advocate drugs, alcohol, violence, or insanity to anyone, but they've always worked for me.
Georg Wilhelm Friedrich Hegel  |  Nothing great in the world was accomplished without passion.
Virginia Woolf  |  Writing is like sex. First you do it for love, then you do it for your friends, and then you do it for money.
Jo Walton  |  It doesn't matter. I have books, new books, and I can bear anything as long as there are books.
Marilyn Monroe  |  Sometimes things fall apart so that better things can fall together
Tahereh Mafi  |  Books are easily destroyed. But words will live as long as people can remember them.
Anthony Powell  |  I get a warm feeling among my books.
Tim Burton  |  One person's craziness is another person's reality.
Mother Teresa  |  Kind words can be short and easy to speak, but their echoes are truly endless.
Yann Martel  |  To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.
Sylvia Plath  |  I desire the things that will destroy me in the end.
Lawrence Ferlinghetti  |  If you're too open-minded; your brains will fall out.
Heinrich Heine  |  Where words leave off, music begins.
Mark Twain  |  I've lived through some terrible things in my life, some of which actually happened.
Dante Alighieri  |  My course is set for an uncharted sea.
Karen Blixen  |  I know of a cure for everything: salt water...in one way or the other. Sweat, or tears, or the salt sea.
V. S. Naipaul  |  The only lies for which we are truly punished are those we tell ourselves.
Paulo Coelho  |  Don't give in to your fears. If you do, you won't be able to talk to your heart.
Andy Warhol  |  They always say time changes things, but you actually have to change them yourself.
Oscar Wilde  |  Selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.
Neil LaBute  |  The future is now. It's time to grow up and be strong. Tomorrow may well be too late.
Groucho Marx  |  Learn from the mistakes of others. You can never live long enough to make them all yourself.
John Lennon  |  There's nowhere you can be that isn't where you're meant to be...
Anne Rice  |  You do have a story inside you; it lies articulate and waiting to be written — behind your silence and your suffering.
Maya Angelou  |  Try to be a rainbow in someone's cloud.
Virginia Woolf  |  As a woman I have no country. As a woman I want no country. As a woman, my country is the whole world.
Bob Marley  |  Better to die fighting for freedom then be a prisoner all the days of your life.
Lemony Snicket  |  It is one of life's bitterest truths that bedtime so often arrives just when things are really getting interesting.
Peter S. Beagle  |  Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale.
Warsan Shire  |  My alone feels so good, I'll only have you if you're sweeter than my solitude.
Lao Tzu  |  When you are content to be simply yourself and don't compare or compete, everyone will respect you.
Cassandra Clare  |  They say time heals all wounds, but that presumes the source of the grief is finite
Roy T. Bennett  |  Sometimes you have to lose all you have to find out who you truly are.
Lauren Oliver  |  I guess that’s just part of loving people: You have to give things up. Sometimes you even have to give them up.
J.K. Rowling  |  The last enemy that shall be destroyed is death.
Dr. Seuss  |  They say I'm old-fashioned, and live in the past, but sometimes I think progress progresses too fast!
Sarah J. Maas  |  She was the heir of ash and fire, and she would bow to no one.
Lewis Carroll  |  Curiouser and curiouser!
Jane Austen  |  I must learn to be content with being happier than I deserve.
Mae West  |  Between two evils, I always pick the one I never tried before.
George S. Patton  |  If everybody is thinking alike, then somebody isn't thinking.
Guy de Maupassant  |  Words dazzle and deceive because they are mimed by the face. But black words on a white page are the soul laid bare.
Edmund Burke  |  The only thing necessary for the triumph of evil is for good men to do nothing.
Marcus Aurelius   |  Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.
Kate Chopin  |  The voice of the sea speaks to the soul.
Mark Twain  |  Education: the path from cocky ignorance to miserable uncertainty.
Nicole Krauss  |  When will you learn that there isn't a word for everything?
Ayn Rand  |  I could die for you. But I couldn't, and wouldn't, live for you.
Anais Nin  |  I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.
Alex Haley  |  Either you deal with what is the reality, or you can be sure that the reality is going to deal with you.
Paulo Coelho  |  If I am really a part of your dream, you'll come back one day.
James Joyce  |  Shut your eyes and see.
Terry Pratchett  |  If you have enough book space, I don't want to talk to you.
Roy T. Bennett  |  Stop comparing yourself to other people, just choose to be happy and live your own life.
Leonard Cohen  |  There is a crack in everything. That's how the light gets in.
Marcel Proust  |  The real voyage of discovery consists not in seeking new landscapes, but in having new eyes.
Roy T. Bennett  |  You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.
Nicholas Sparks  |  you have to love something before you can hate it.
J.D. Salinger  |  I like it when somebody gets excited about something. It's nice.
Alexandre Dumas  |  I am not proud, but I am happy; and happiness blinds, I think, more than pride.
Anne Rice  |  Evil is always possible. And goodness is eternally difficult.
Nicholas Sparks  |  I love you, not just for now, but for always, and I dream of the day that you’ll take me in your arms again.
Hal Borland  |  No winter lasts forever; no spring skips its turn.
Marilyn Monroe  |  I don't know who invented high heels, but all women owe him a lot!
J.R.R. Tolkien  |  May it be a light to you in dark places, when all other lights go out.
Albert Einstein  |  Everything must be made as simple as possible. But not simpler.
Roy T. Bennett  |  You are not rich until you have a rich heart.
Sigmund Freud  |  Being entirely honest with oneself is a good exercise.
Kurt Cobain  |  I'd rather be hated for who I am, than loved for who I am not.
Phyllis McGinley  |  A bit of trash now and then is good for the severest reader. It provides the necessary roughage in the literary diet.
Erin Morgenstern  |  The finest of pleasures are always the unexpected ones.
J.R.R. Tolkien  |  It's the job that's never started as takes longest to finish.
J.K. Rowling  |  We do not need magic to transform our world. We carry all of the power we need inside ourselves already.
Langston Hughes  |  Let the rain kiss you. Let the rain beat upon your head with silver liquid drops. Let the rain sing you a lullaby.
Jane Austen  |  The Very first moment I beheld him, my heart was irrevocably gone.
Zadie Smith  |  The past is always tense, the future perfect.
Simone Elkeles  |  You’re dangerous,” he says. “Why?” “Because you make me believe in the impossible
Reginald Vincent Holmes  |  The earth has its music for those who will listen
Lorraine Hansberry  |  The thing that makes you exceptional, if you are at all, is inevitably that which must also make you lonely.
Becca Fitzpatrick  |  I don't go out with strangers," I said.  "Good thing I do. I'll pick you up at five.
Rick Riordan  |  It's hard to enjoy practical jokes when your whole life feels like one.
Alexander Pope  |  To err is human, to forgive, divine.
Stephen King  |  If you liked being a teenager, there's something really wrong with you.
Søren Kierkegaard   |  Anxiety is the dizziness of freedom.
Victor Hugo  |  To put everything in balance is good, to put everything in harmony is better.
David Foster Wallace  |  The truth will set you free. But not until it is finished with you.
Bill Watterson  |  I'm killing time while I wait for life to shower me with meaning and happiness.
Elizabeth Gilbert  |  To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.
J.M. Barrie  |  Second star to the right and straight on 'til morning. 
Henry James  |  She feels in italics and thinks in CAPITALS.
Rene Descartes  |  I think; therefore I am.
Oscar Wilde  |  Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them.
John Green  |  And then something invisible snapped insider her, and that which had come together commenced to fall apart.
Jonathan Safran Foer  |  I hope that one day you will have the experience of doing something you do not understand for someone you love.
Rumi Jalalud-Din  |  Ignore those that make you fearful and sad, that degrade you back towards disease and death.
Frida Kahlo  |  At the end of the day, we can endure much more than we think we can.
Toni Morrison  |  Freeing yourself was one thing, claiming ownership of that freed self was another.
Ralph Waldo Emerson  |  All I have seen teaches me to trust the Creator for all I have not seen.
Sarah J. Maas  |  You cannot pick and choose what parts of her to love.
Richelle Mead  |  You will lose what you value most, so treasure it while you can.
Audre Lorde  |  Your silence will not protect you.
Harper Lee  |  Atticus, he was real nice."  "Most people are, Scout, when you finally see them.
Laini Taylor  |  Have you ever asked yourself, do monsters make war, or does war make monsters?
Kiera Cass  |  True love is usually the most inconvenient kind.
Dr. Seuss  |  Only you can control your future.
Suzanne Collins  |  Some walks you have to take alone.
Dr. Seuss  |  You’ll miss the best things if you keep your eyes shut.
George R.R. Martin  |  When the snows fall and the white winds blow, the lone wolf dies but the pack survives.
Candace Bushnell  |  Maybe our girlfriends are our soulmates and guys are just people to have fun with.
Dr. Seuss  |  If you never did you should. These things are fun and fun is good.
Noam Chomsky  |  We shouldn't be looking for heroes, we should be looking for good ideas.
Steven Spielberg  |  Only a generation of readers will spawn a generation of writers.
Louis L'Amour  |  Once you have read a book you care about, some part of it is always with you.
Fannie Flagg  |  I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.
Pat  Monahan  |  You can only be young once. But you can always be immature.
Jack Kerouac  |  Nothing behind me, everything ahead of me, as is ever so on the road.
Mitch Albom  |  When someone is in your heart, they're never truly gone. They can come back to you, even at unlikely times.
Ashleigh Brilliant  |  My life has a superb cast, but I cannot figure out the plot.
Rick Riordan  |  We're staying together," he promised. "You're not getting away from me. Never again.
George Orwell  |  The most effective way to destroy people is to deny and obliterate their own understanding of their history.
Leigh Bardugo  |  No mourners. No funerals. Among them, it passed for 'good luck.
J.K.Rowling  |  Happiness can be found, even in the darkest of times, if one only remembers to turn on the light.
R.A. Salvatore  |  It is better, I think, to grab at the stars than to sit flustered because you know you cannot reach them.
Oscar Wilde  |  I have nothing to declare except my genius.
Abraham Lincoln  |  Books serve to show a man that those original thoughts of his aren't very new after all.
Honoré de Balzac  |  All happiness depends on courage and work.
George Carlin  |  There are nights when the wolves are silent and only the moon howls. 
Moliere  |  Trees that are slow to grow bear the best fruit.
Mark Twain   |  The best way to cheer yourself is to try to cheer someone else up.
Katharine Graham  |  The longer I live, the more I observe that carrying around anger is the most debilitating to the person who bears it.
Marilyn Monroe  |  All a girl really wants is for one guy to prove to her that they are not all the same.
Marilyn Monroe  |  Wanting to be someone else is a waste of the person you are.
Jack Kerouac  |  The only truth is music.
Ray Bradbury  |  There is more than one way to burn a book. And the world is full of people running about with lit matches.
Albert Einstein  |  The best way to cheer yourself is to cheer somebody else up.
Jane Yolen  |  Literature is a textually transmitted disease, normally contracted in childhood.
Edith Wharton  |  There are two ways of spreading light: to be the candle or the mirror that receives it.
Mahatma Gandhi  |  The future depends on what you do today.
Haruki Murakami  |  I want you always to remember me. Will you remember that I existed, and that I stood next to you here like this?
Melissa Marr  |  Sometimes love means letting go when you want to hold on tighter.
Frank Zappa   |  If you want to get laid, go to college. If you want an education, go to the library.
David Henry Hwang  |  I'm happy. Which often looks like crazy.
Benjamin Alire Sáenz  |  I bet you could sometimes find all the mysteries of the universe in someone's hand.
Michel de Montaigne  |  The most certain sign of wisdom is cheerfulness. 
Lauren Conrad  |  Don't cry over someone who wouldn't cry over you.
Fyodor Dostoevsky  |  I say let the world go to hell, but I should always have my tea.
Richelle Mead  |  I know how devastated you must be to miss me, but leave a message, and I'll try to ease your agony
Charles Bukowski  |  A love like that was a serious illness, an illness from which you never entirely recover.
